nohup: ignoring input
Command Line Args: Namespace(config_file='configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
Logging modification for finetuning
[11/15 16:34:29 detectron2]: Rank of current process: 0. World size: 2
[11/15 16:34:29 detectron2]: Command line arguments: Namespace(config_file='configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
[11/15 16:34:29 detectron2]: Contents of args.config_file=configs/PascalVOC-detection/split1/faster_rcnn_R_101_FPN_ETF_distill1_10shot.yaml:
_BASE_: "faster_rcnn_R_101_FPN_ETF_pre1_10shot.yaml"


MODEL:
  META_ARCHITECTURE: "ContrastiveGeneralizedRCNN"  # 使用我们新定义的对比学习架构
  TEACHER_WEIGHT: "checkpoints/voc/prior/ETFRes_pre1_10shot_lr20_adj7.0_rfs1.0_t1/model_final.pth"
  
  BACKBONE:
    FREEZE_AT: 3
  PROPOSAL_GENERATOR:
    FREEZE: True
  ROI_HEADS:
    NAME: "DistillMarginROIHeads"
  USE_CONTRASTIVE: True  # 启用对比学习
  CONTRASTIVE_WEIGHT: 0.001  # 对比损失的权重
  IS_DISTILL: True
LOSS:
  ADJUST_STAGE: 'distill'
SOLVER:
  BASE_LR: 0.01
# Using 0.04 is slightly better than 0.02
OUTPUT_DIR: "checkpoints/voc/distill/contrastive/"
TRAIN:
  CACHE_UPDATE_INTERVAL: 1000



[11/15 16:34:29 detectron2]: Full config saved to /root/FSOD/checkpoints/voc/distill/ETFRes_distill1_10shot_lr10_/config.yaml
preset seed 0
[11/15 16:34:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
[11/15 16:34:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
froze proposal generator parameters
Logging names for 5 novel classes:  ['bird', 'bus', 'cow', 'motorbike', 'sofa']
[11/15 16:34:32 d2.data.build]: Removed 1920 images with no usable annotations. 14681 images left.
[11/15 16:34:32 d2.data.build]: Distribution of instances among all 20 categories:
|  category  | #instances   |  category   | #instances   |  category   | #instances   |
|:----------:|:-------------|:-----------:|:-------------|:-----------:|:-------------|
| aeroplane  | 1285         |   bicycle   | 1208         |    boat     | 1397         |
|   bottle   | 2116         |     car     | 4008         |     cat     | 1616         |
|   chair    | 4338         | diningtable | 1057         |     dog     | 2079         |
|   horse    | 1156         |   person    | 15576        | pottedplant | 1724         |
|   sheep    | 1347         |    train    | 984          |  tvmonitor  | 1193         |
|    bird    | 10           |     bus     | 10           |     cow     | 10           |
| motorbike  | 10           |    sofa     | 10           |             |              |
|   total    | 41134        |             |              |             |              |
[11/15 16:34:32 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(480, 512, 544, 576, 608, 640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/15 16:34:32 d2.data.build]: Using training sampler RepeatFactorTrainingSampler
[11/15 16:34:33 d2.data.common]: Serializing 14681 elements to byte tensors and concatenating them all ...
[11/15 16:34:33 d2.data.common]: Serialized dataset takes 6.67 MiB
WARNING [11/15 16:34:33 d2.solver.build]: SOLVER.STEPS contains values larger than SOLVER.MAX_ITER. These values will be ignored.
[11/15 16:34:33 fvcore.common.checkpoint]: [Checkpointer] Loading from checkpoints/voc/prior/ETFRes_pre1_10shot_lr20_adj7.0_rfs1.0_t1/model_clean_student.pth ...
Logging modification for finetuning
preset seed 0
froze proposal generator parameters
Logging names for 5 novel classes:  ['bird', 'bus', 'cow', 'motorbike', 'sofa']
WARNING [11/15 16:34:33 fvcore.common.checkpoint]: Some model parameters or buffers are not found in the checkpoint:
roi_heads.student_box_head.fc1.{bias, weight}
roi_heads.student_box_head.fc2.{bias, weight}
roi_heads.student_box_predictor.bbox_pred.{bias, weight}
roi_heads.student_box_predictor.cls_score.weight
roi_heads.student_box_predictor.mapping.weight
[11/15 16:34:33 d2.engine.train_loop]: Starting training from iteration 1
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[11/15 16:35:08 d2.utils.events]:  eta: 2:59:53  iter: 19  total_loss: 2.846  loss_cls: 1.059  loss_box_reg: 0.3567  loss_rpn_cls: 0.01109  loss_rpn_loc: 0.01955  contrastive_loss: 1.547  time: 0.7408  data_time: 0.3810  lr: 0.0009091  max_mem: 12879M
[11/15 16:49:46 d2.utils.events]:  eta: 2:58:46  iter: 1139  total_loss: 0.268  loss_cls: 0.06694  loss_box_reg: 0.1634  loss_rpn_cls: 0.008206  loss_rpn_loc: 0.01888  contrastive_loss: 0.01894  time: 0.7830  data_time: 0.0372  lr: 0.01  max_mem: 12922M
[11/15 16:50:01 d2.utils.events]:  eta: 2:58:12  iter: 1159  total_loss: 0.2881  loss_cls: 0.06186  loss_box_reg: 0.1723  loss_rpn_cls: 0.007583  loss_rpn_loc: 0.01671  contrastive_loss: 0.01868  time: 0.7827  data_time: 0.0407  lr: 0.01  max_mem: 12922M
[11/15 16:50:16 d2.utils.events]:  eta: 2:57:53  iter: 1179  total_loss: 0.304  loss_cls: 0.0764  loss_box_reg: 0.17  loss_rpn_cls: 0.007553  loss_rpn_loc: 0.01834  contrastive_loss: 0.0175  time: 0.7822  data_time: 0.0409  lr: 0.01  max_mem: 12922M
[11/15 16:50:33 d2.utils.events]:  eta: 2:57:40  iter: 1199  total_loss: 0.295  loss_cls: 0.07201  loss_box_reg: 0.1806  loss_rpn_cls: 0.006907  loss_rpn_loc: 0.01744  contrastive_loss: 0.01373  time: 0.7828  data_time: 0.0424  lr: 0.01  max_mem: 12922M
[11/15 16:50:48 d2.utils.events]:  eta: 2:57:22  iter: 1219  total_loss: 0.2669  loss_cls: 0.06126  loss_box_reg: 0.1564  loss_rpn_cls: 0.007184  loss_rpn_loc: 0.0164  contrastive_loss: 0.01415  time: 0.7825  data_time: 0.0399  lr: 0.01  max_mem: 12922M
[11/15 16:51:04 d2.utils.events]:  eta: 2:57:06  iter: 1239  total_loss: 0.2614  loss_cls: 0.05726  loss_box_reg: 0.1616  loss_rpn_cls: 0.009413  loss_rpn_loc: 0.01685  contrastive_loss: 0.01991  time: 0.7829  data_time: 0.0392  lr: 0.01  max_mem: 12922M
[11/15 16:51:21 d2.utils.events]:  eta: 2:56:54  iter: 1259  total_loss: 0.3004  loss_cls: 0.06858  loss_box_reg: 0.1828  loss_rpn_cls: 0.009146  loss_rpn_loc: 0.02032  contrastive_loss: 0.01076  time: 0.7835  data_time: 0.0405  lr: 0.01  max_mem: 12922M
[11/15 16:51:36 d2.utils.events]:  eta: 2:56:47  iter: 1279  total_loss: 0.2724  loss_cls: 0.06203  loss_box_reg: 0.1701  loss_rpn_cls: 0.008105  loss_rpn_loc: 0.01717  contrastive_loss: 0.01249  time: 0.7832  data_time: 0.0379  lr: 0.01  max_mem: 12922M
[11/15 16:51:52 d2.utils.events]:  eta: 2:56:32  iter: 1299  total_loss: 0.2865  loss_cls: 0.06767  loss_box_reg: 0.1735  loss_rpn_cls: 0.008929  loss_rpn_loc: 0.01603  contrastive_loss: 0.01187  time: 0.7837  data_time: 0.0376  lr: 0.01  max_mem: 12922M
[11/15 16:52:08 d2.utils.events]:  eta: 2:56:53  iter: 1319  total_loss: 0.2686  loss_cls: 0.06215  loss_box_reg: 0.172  loss_rpn_cls: 0.006256  loss_rpn_loc: 0.01772  contrastive_loss: 0.01287  time: 0.7838  data_time: 0.0421  lr: 0.01  max_mem: 12922M
[11/15 16:52:24 d2.utils.events]:  eta: 2:56:37  iter: 1339  total_loss: 0.254  loss_cls: 0.06163  loss_box_reg: 0.1542  loss_rpn_cls: 0.008369  loss_rpn_loc: 0.01545  contrastive_loss: 0.007902  time: 0.7837  data_time: 0.0385  lr: 0.01  max_mem: 12922M
[11/15 16:52:39 d2.utils.events]:  eta: 2:56:09  iter: 1359  total_loss: 0.2572  loss_cls: 0.06368  loss_box_reg: 0.1629  loss_rpn_cls: 0.00666  loss_rpn_loc: 0.01702  contrastive_loss: 0.00944  time: 0.7832  data_time: 0.0326  lr: 0.01  max_mem: 12922M
[11/15 16:52:54 d2.utils.events]:  eta: 2:55:46  iter: 1379  total_loss: 0.2721  loss_cls: 0.06108  loss_box_reg: 0.1714  loss_rpn_cls: 0.006169  loss_rpn_loc: 0.01796  contrastive_loss: 0.01305  time: 0.7831  data_time: 0.0427  lr: 0.01  max_mem: 12922M
[11/15 16:53:10 d2.utils.events]:  eta: 2:55:06  iter: 1399  total_loss: 0.2509  loss_cls: 0.05802  loss_box_reg: 0.1587  loss_rpn_cls: 0.007857  loss_rpn_loc: 0.01507  contrastive_loss: 0.009929  time: 0.7830  data_time: 0.0471  lr: 0.01  max_mem: 12922M
[11/15 16:53:25 d2.utils.events]:  eta: 2:55:00  iter: 1419  total_loss: 0.2446  loss_cls: 0.05829  loss_box_reg: 0.1516  loss_rpn_cls: 0.007783  loss_rpn_loc: 0.01543  contrastive_loss: 0.01029  time: 0.7830  data_time: 0.0378  lr: 0.01  max_mem: 12922M
[11/15 16:53:41 d2.utils.events]:  eta: 2:54:54  iter: 1439  total_loss: 0.2799  loss_cls: 0.06316  loss_box_reg: 0.1836  loss_rpn_cls: 0.007734  loss_rpn_loc: 0.01641  contrastive_loss: 0.009183  time: 0.7829  data_time: 0.0386  lr: 0.01  max_mem: 12922M
[11/15 16:53:57 d2.utils.events]:  eta: 2:54:59  iter: 1459  total_loss: 0.2671  loss_cls: 0.06085  loss_box_reg: 0.17  loss_rpn_cls: 0.007157  loss_rpn_loc: 0.0184  contrastive_loss: 0.01086  time: 0.7830  data_time: 0.0428  lr: 0.01  max_mem: 12922M
[11/15 16:54:12 d2.utils.events]:  eta: 2:54:36  iter: 1479  total_loss: 0.251  loss_cls: 0.05944  loss_box_reg: 0.1503  loss_rpn_cls: 0.008266  loss_rpn_loc: 0.01573  contrastive_loss: 0.007317  time: 0.7829  data_time: 0.0370  lr: 0.01  max_mem: 12922M
[11/15 16:54:28 d2.utils.events]:  eta: 2:54:39  iter: 1499  total_loss: 0.2826  loss_cls: 0.06432  loss_box_reg: 0.1846  loss_rpn_cls: 0.006702  loss_rpn_loc: 0.0165  contrastive_loss: 0.009852  time: 0.7828  data_time: 0.0421  lr: 0.01  max_mem: 12922M
[11/15 16:54:43 d2.utils.events]:  eta: 2:54:05  iter: 1519  total_loss: 0.2611  loss_cls: 0.06102  loss_box_reg: 0.1654  loss_rpn_cls: 0.00797  loss_rpn_loc: 0.01517  contrastive_loss: 0.008202  time: 0.7824  data_time: 0.0393  lr: 0.01  max_mem: 12922M
[11/15 16:54:59 d2.utils.events]:  eta: 2:53:57  iter: 1539  total_loss: 0.2489  loss_cls: 0.05746  loss_box_reg: 0.1536  loss_rpn_cls: 0.006936  loss_rpn_loc: 0.0172  contrastive_loss: 0.007571  time: 0.7824  data_time: 0.0386  lr: 0.01  max_mem: 12922M
[11/15 16:55:14 d2.utils.events]:  eta: 2:53:51  iter: 1559  total_loss: 0.2661  loss_cls: 0.06267  loss_box_reg: 0.1647  loss_rpn_cls: 0.008178  loss_rpn_loc: 0.01909  contrastive_loss: 0.006834  time: 0.7823  data_time: 0.0358  lr: 0.01  max_mem: 12922M
[11/15 16:55:30 d2.utils.events]:  eta: 2:53:36  iter: 1579  total_loss: 0.2638  loss_cls: 0.06513  loss_box_reg: 0.1669  loss_rpn_cls: 0.00865  loss_rpn_loc: 0.01797  contrastive_loss: 0.007669  time: 0.7822  data_time: 0.0379  lr: 0.01  max_mem: 12922M
[11/15 16:55:45 d2.utils.events]:  eta: 2:53:11  iter: 1599  total_loss: 0.2583  loss_cls: 0.06468  loss_box_reg: 0.1536  loss_rpn_cls: 0.00717  loss_rpn_loc: 0.01565  contrastive_loss: 0.009492  time: 0.7822  data_time: 0.0346  lr: 0.01  max_mem: 12922M
[11/15 16:56:01 d2.utils.events]:  eta: 2:52:55  iter: 1619  total_loss: 0.2672  loss_cls: 0.05939  loss_box_reg: 0.1597  loss_rpn_cls: 0.007727  loss_rpn_loc: 0.01757  contrastive_loss: 0.00733  time: 0.7822  data_time: 0.0364  lr: 0.01  max_mem: 12922M
[11/15 16:56:17 d2.utils.events]:  eta: 2:52:40  iter: 1639  total_loss: 0.2838  loss_cls: 0.06638  loss_box_reg: 0.1834  loss_rpn_cls: 0.007983  loss_rpn_loc: 0.01765  contrastive_loss: 0.008098  time: 0.7822  data_time: 0.0396  lr: 0.01  max_mem: 12922M
[11/15 16:56:33 d2.utils.events]:  eta: 2:52:34  iter: 1659  total_loss: 0.2895  loss_cls: 0.06709  loss_box_reg: 0.1902  loss_rpn_cls: 0.008724  loss_rpn_loc: 0.01973  contrastive_loss: 0.00643  time: 0.7823  data_time: 0.0351  lr: 0.01  max_mem: 12922M
[11/15 16:56:48 d2.utils.events]:  eta: 2:51:47  iter: 1679  total_loss: 0.2631  loss_cls: 0.06022  loss_box_reg: 0.1637  loss_rpn_cls: 0.008571  loss_rpn_loc: 0.01829  contrastive_loss: 0.006971  time: 0.7820  data_time: 0.0363  lr: 0.01  max_mem: 12922M
[11/15 16:57:03 d2.utils.events]:  eta: 2:51:34  iter: 1699  total_loss: 0.2409  loss_cls: 0.05648  loss_box_reg: 0.1547  loss_rpn_cls: 0.008367  loss_rpn_loc: 0.01605  contrastive_loss: 0.007783  time: 0.7818  data_time: 0.0378  lr: 0.01  max_mem: 12922M
[11/15 16:57:18 d2.utils.events]:  eta: 2:51:08  iter: 1719  total_loss: 0.2417  loss_cls: 0.053  loss_box_reg: 0.1505  loss_rpn_cls: 0.006432  loss_rpn_loc: 0.0158  contrastive_loss: 0.007285  time: 0.7817  data_time: 0.0357  lr: 0.01  max_mem: 12922M
[11/15 16:57:34 d2.utils.events]:  eta: 2:50:45  iter: 1739  total_loss: 0.2728  loss_cls: 0.06531  loss_box_reg: 0.167  loss_rpn_cls: 0.01188  loss_rpn_loc: 0.01733  contrastive_loss: 0.008731  time: 0.7818  data_time: 0.0389  lr: 0.01  max_mem: 12922M
[11/15 16:57:50 d2.utils.events]:  eta: 2:50:46  iter: 1759  total_loss: 0.2834  loss_cls: 0.06371  loss_box_reg: 0.18  loss_rpn_cls: 0.007354  loss_rpn_loc: 0.017  contrastive_loss: 0.009849  time: 0.7817  data_time: 0.0408  lr: 0.01  max_mem: 12922M
[11/15 16:58:05 d2.utils.events]:  eta: 2:50:14  iter: 1779  total_loss: 0.2332  loss_cls: 0.05534  loss_box_reg: 0.1462  loss_rpn_cls: 0.006917  loss_rpn_loc: 0.01581  contrastive_loss: 0.006934  time: 0.7817  data_time: 0.0375  lr: 0.01  max_mem: 12922M
[11/15 16:58:22 d2.utils.events]:  eta: 2:50:06  iter: 1799  total_loss: 0.2546  loss_cls: 0.06164  loss_box_reg: 0.159  loss_rpn_cls: 0.00755  loss_rpn_loc: 0.0162  contrastive_loss: 0.006629  time: 0.7820  data_time: 0.0429  lr: 0.01  max_mem: 12922M
[11/15 16:58:37 d2.utils.events]:  eta: 2:50:07  iter: 1819  total_loss: 0.2761  loss_cls: 0.06362  loss_box_reg: 0.1727  loss_rpn_cls: 0.0063  loss_rpn_loc: 0.01535  contrastive_loss: 0.008963  time: 0.7821  data_time: 0.0385  lr: 0.01  max_mem: 12922M
[11/15 16:58:54 d2.utils.events]:  eta: 2:49:47  iter: 1839  total_loss: 0.2389  loss_cls: 0.05636  loss_box_reg: 0.15  loss_rpn_cls: 0.007499  loss_rpn_loc: 0.0152  contrastive_loss: 0.006197  time: 0.7824  data_time: 0.0364  lr: 0.01  max_mem: 12922M
[11/15 16:59:09 d2.utils.events]:  eta: 2:49:33  iter: 1859  total_loss: 0.2558  loss_cls: 0.06228  loss_box_reg: 0.1613  loss_rpn_cls: 0.007611  loss_rpn_loc: 0.01716  contrastive_loss: 0.006678  time: 0.7822  data_time: 0.0374  lr: 0.01  max_mem: 12922M
[11/15 16:59:24 d2.utils.events]:  eta: 2:48:56  iter: 1879  total_loss: 0.2401  loss_cls: 0.05435  loss_box_reg: 0.1561  loss_rpn_cls: 0.006089  loss_rpn_loc: 0.0153  contrastive_loss: 0.007906  time: 0.7818  data_time: 0.0421  lr: 0.01  max_mem: 12922M
[11/15 16:59:40 d2.utils.events]:  eta: 2:48:41  iter: 1899  total_loss: 0.2457  loss_cls: 0.05494  loss_box_reg: 0.1584  loss_rpn_cls: 0.006498  loss_rpn_loc: 0.01723  contrastive_loss: 0.005216  time: 0.7818  data_time: 0.0391  lr: 0.01  max_mem: 12922M
[11/15 16:59:56 d2.utils.events]:  eta: 2:48:34  iter: 1919  total_loss: 0.244  loss_cls: 0.05653  loss_box_reg: 0.1559  loss_rpn_cls: 0.007478  loss_rpn_loc: 0.0162  contrastive_loss: 0.005339  time: 0.7823  data_time: 0.0351  lr: 0.01  max_mem: 12922M
[11/15 17:00:12 d2.utils.events]:  eta: 2:48:01  iter: 1939  total_loss: 0.24  loss_cls: 0.05637  loss_box_reg: 0.1539  loss_rpn_cls: 0.006964  loss_rpn_loc: 0.01655  contrastive_loss: 0.006728  time: 0.7822  data_time: 0.0398  lr: 0.01  max_mem: 12922M
[11/15 17:00:27 d2.utils.events]:  eta: 2:47:53  iter: 1959  total_loss: 0.2414  loss_cls: 0.05697  loss_box_reg: 0.1556  loss_rpn_cls: 0.006569  loss_rpn_loc: 0.01719  contrastive_loss: 0.00588  time: 0.7821  data_time: 0.0341  lr: 0.01  max_mem: 12922M
[11/15 17:00:43 d2.utils.events]:  eta: 2:47:35  iter: 1979  total_loss: 0.2456  loss_cls: 0.0545  loss_box_reg: 0.1609  loss_rpn_cls: 0.00757  loss_rpn_loc: 0.01513  contrastive_loss: 0.006502  time: 0.7821  data_time: 0.0383  lr: 0.01  max_mem: 12922M
/root/miniconda3/lib/python3.8/site-packages/torch/_tensor.py:575: UserWarning: floor_divide is deprecated, and will be removed in a future version of pytorch. It currently rounds toward 0 (like the 'trunc' function NOT 'floor'). This results in incorrect rounding for negative values.
To keep the current behavior, use torch.div(a, b, rounding_mode='trunc'), or for actual floor division, use torch.div(a, b, rounding_mode='floor'). (Triggered internally at  /pytorch/aten/src/ATen/native/BinaryOps.cpp:467.)
  return torch.floor_divide(self, other)
/root/miniconda3/lib/python3.8/site-packages/torch/nn/functional.py:718: UserWarning: Named tensors and all their associated APIs are an experimental feature and subject to change. Please do not use them for anything important until they are released as stable. (Triggered internally at  /pytorch/c10/core/TensorImpl.h:1156.)
  return torch.max_pool2d(input, kernel_size, stride, padding, dilation, ceil_mode)
[11/15 17:00:59 d2.data.build]: Distribution of instances among all 20 categories:
|  category  | #instances   |  category   | #instances   |  category   | #instances   |
|:----------:|:-------------|:-----------:|:-------------|:-----------:|:-------------|
| aeroplane  | 311          |   bicycle   | 389          |    boat     | 393          |
|   bottle   | 657          |     car     | 1541         |     cat     | 370          |
|   chair    | 1374         | diningtable | 299          |     dog     | 530          |
|   horse    | 395          |   person    | 5227         | pottedplant | 592          |
|   sheep    | 311          |    train    | 302          |  tvmonitor  | 361          |
|    bird    | 576          |     bus     | 254          |     cow     | 329          |
| motorbike  | 369          |    sofa     | 396          |             |              |
|   total    | 14976        |             |              |             |              |
[11/15 17:00:59 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in inference: [ResizeShortestEdge(short_edge_length=(800, 800), max_size=1333, sample_style='choice')]
[11/15 17:00:59 d2.data.common]: Serializing 4952 elements to byte tensors and concatenating them all ...
[11/15 17:01:00 d2.data.common]: Serialized dataset takes 2.22 MiB
[11/15 17:01:00 fsdet.evaluation.evaluator]: Start inference on 2476 images
/root/miniconda3/lib/python3.8/site-packages/torch/_tensor.py:575: UserWarning: floor_divide is deprecated, and will be removed in a future version of pytorch. It currently rounds toward 0 (like the 'trunc' function NOT 'floor'). This results in incorrect rounding for negative values.
To keep the current behavior, use torch.div(a, b, rounding_mode='trunc'), or for actual floor division, use torch.div(a, b, rounding_mode='floor'). (Triggered internally at  /pytorch/aten/src/ATen/native/BinaryOps.cpp:467.)
  return torch.floor_divide(self, other)
/root/miniconda3/lib/python3.8/site-packages/torch/nn/functional.py:718: UserWarning: Named tensors and all their associated APIs are an experimental feature and subject to change. Please do not use them for anything important until they are released as stable. (Triggered internally at  /pytorch/c10/core/TensorImpl.h:1156.)
  return torch.max_pool2d(input, kernel_size, stride, padding, dilation, ceil_mode)
[11/15 17:01:09 fsdet.evaluation.evaluator]: Inference done 50/2476. 0.0481 s / img. ETA=0:01:56
[11/15 17:01:11 fsdet.evaluation.evaluator]: Inference done 100/2476. 0.0479 s / img. ETA=0:01:53
[11/15 17:01:13 fsdet.evaluation.evaluator]: Inference done 150/2476. 0.0482 s / img. ETA=0:01:52
[11/15 17:01:16 fsdet.evaluation.evaluator]: Inference done 200/2476. 0.0483 s / img. ETA=0:01:49
[11/15 17:01:18 fsdet.evaluation.evaluator]: Inference done 250/2476. 0.0484 s / img. ETA=0:01:47
[11/15 17:01:21 fsdet.evaluation.evaluator]: Inference done 300/2476. 0.0483 s / img. ETA=0:01:45
[11/15 17:01:23 fsdet.evaluation.evaluator]: Inference done 350/2476. 0.0482 s / img. ETA=0:01:42
[11/15 17:01:26 fsdet.evaluation.evaluator]: Inference done 400/2476. 0.0483 s / img. ETA=0:01:40
[11/15 17:01:28 fsdet.evaluation.evaluator]: Inference done 450/2476. 0.0483 s / img. ETA=0:01:37
[11/15 17:01:30 fsdet.evaluation.evaluator]: Inference done 500/2476. 0.0483 s / img. ETA=0:01:35
[11/15 17:01:33 fsdet.evaluation.evaluator]: Inference done 550/2476. 0.0483 s / img. ETA=0:01:33
[11/15 17:01:35 fsdet.evaluation.evaluator]: Inference done 600/2476. 0.0483 s / img. ETA=0:01:30
[11/15 17:01:38 fsdet.evaluation.evaluator]: Inference done 650/2476. 0.0483 s / img. ETA=0:01:28
[11/15 17:01:40 fsdet.evaluation.evaluator]: Inference done 700/2476. 0.0484 s / img. ETA=0:01:25
[11/15 17:01:43 fsdet.evaluation.evaluator]: Inference done 750/2476. 0.0484 s / img. ETA=0:01:23
[11/15 17:01:45 fsdet.evaluation.evaluator]: Inference done 800/2476. 0.0484 s / img. ETA=0:01:21
[11/15 17:01:47 fsdet.evaluation.evaluator]: Inference done 850/2476. 0.0484 s / img. ETA=0:01:18
[11/15 17:01:50 fsdet.evaluation.evaluator]: Inference done 900/2476. 0.0484 s / img. ETA=0:01:16
[11/15 17:01:52 fsdet.evaluation.evaluator]: Inference done 950/2476. 0.0484 s / img. ETA=0:01:13
[11/15 17:01:55 fsdet.evaluation.evaluator]: Inference done 1000/2476. 0.0484 s / img. ETA=0:01:11
[11/15 17:01:57 fsdet.evaluation.evaluator]: Inference done 1050/2476. 0.0484 s / img. ETA=0:01:09
[11/15 17:01:59 fsdet.evaluation.evaluator]: Inference done 1100/2476. 0.0484 s / img. ETA=0:01:06
[11/15 17:02:02 fsdet.evaluation.evaluator]: Inference done 1150/2476. 0.0484 s / img. ETA=0:01:04
[11/15 17:02:04 fsdet.evaluation.evaluator]: Inference done 1200/2476. 0.0484 s / img. ETA=0:01:01
[11/15 17:02:07 fsdet.evaluation.evaluator]: Inference done 1250/2476. 0.0484 s / img. ETA=0:00:59
[11/15 17:02:09 fsdet.evaluation.evaluator]: Inference done 1300/2476. 0.0484 s / img. ETA=0:00:56
[11/15 17:02:12 fsdet.evaluation.evaluator]: Inference done 1350/2476. 0.0484 s / img. ETA=0:00:54
[11/15 17:02:14 fsdet.evaluation.evaluator]: Inference done 1400/2476. 0.0484 s / img. ETA=0:00:52
[11/15 17:02:16 fsdet.evaluation.evaluator]: Inference done 1450/2476. 0.0484 s / img. ETA=0:00:49
[11/15 17:02:19 fsdet.evaluation.evaluator]: Inference done 1500/2476. 0.0484 s / img. ETA=0:00:47
[11/15 17:02:21 fsdet.evaluation.evaluator]: Inference done 1550/2476. 0.0484 s / img. ETA=0:00:44
[11/15 17:02:24 fsdet.evaluation.evaluator]: Inference done 1600/2476. 0.0484 s / img. ETA=0:00:42
[11/15 17:02:26 fsdet.evaluation.evaluator]: Inference done 1650/2476. 0.0484 s / img. ETA=0:00:40
[11/15 17:02:29 fsdet.evaluation.evaluator]: Inference done 1700/2476. 0.0484 s / img. ETA=0:00:37
[11/15 17:02:31 fsdet.evaluation.evaluator]: Inference done 1750/2476. 0.0484 s / img. ETA=0:00:35
[11/15 17:02:33 fsdet.evaluation.evaluator]: Inference done 1800/2476. 0.0484 s / img. ETA=0:00:32
[11/15 17:02:36 fsdet.evaluation.evaluator]: Inference done 1850/2476. 0.0484 s / img. ETA=0:00:30
[11/15 17:02:38 fsdet.evaluation.evaluator]: Inference done 1900/2476. 0.0484 s / img. ETA=0:00:27
[11/15 17:02:41 fsdet.evaluation.evaluator]: Inference done 1950/2476. 0.0484 s / img. ETA=0:00:25
[11/15 17:02:43 fsdet.evaluation.evaluator]: Inference done 2000/2476. 0.0484 s / img. ETA=0:00:23
[11/15 17:02:46 fsdet.evaluation.evaluator]: Inference done 2050/2476. 0.0484 s / img. ETA=0:00:20
[11/15 17:02:48 fsdet.evaluation.evaluator]: Inference done 2100/2476. 0.0484 s / img. ETA=0:00:18
[11/15 17:02:50 fsdet.evaluation.evaluator]: Inference done 2150/2476. 0.0484 s / img. ETA=0:00:15
[11/15 17:02:53 fsdet.evaluation.evaluator]: Inference done 2200/2476. 0.0485 s / img. ETA=0:00:13
[11/15 17:02:55 fsdet.evaluation.evaluator]: Inference done 2250/2476. 0.0485 s / img. ETA=0:00:10
[11/15 17:02:58 fsdet.evaluation.evaluator]: Inference done 2300/2476. 0.0484 s / img. ETA=0:00:08
[11/15 17:03:00 fsdet.evaluation.evaluator]: Inference done 2350/2476. 0.0484 s / img. ETA=0:00:06
[11/15 17:03:02 fsdet.evaluation.evaluator]: Inference done 2400/2476. 0.0484 s / img. ETA=0:00:03
[11/15 17:03:05 fsdet.evaluation.evaluator]: Inference done 2450/2476. 0.0485 s / img. ETA=0:00:01
[11/15 17:03:07 fsdet.evaluation.evaluator]: Total inference time: 0:02:00 (0.048563 s / img per device, on 2 devices)
[11/15 17:03:07 fsdet.evaluation.evaluator]: Total inference pure compute time: 0:01:54 (0.046159 s / img per device, on 2 devices)
[11/15 17:03:14 fsdet.evaluation.pascal_voc_evaluation]: Evaluating voc_2007_test_all1 using 2007 metric. Note that results do not use the official Matlab API.
[11/15 17:03:52 fsdet.evaluation.pascal_voc_evaluation]: Evaluate per-class mAP50:
|  aeroplane  |  bicycle  |  boat  |  bottle  |  car   |  cat   |  chair  |  diningtable  |  dog   |  horse  |  person  |  pottedplant  |  sheep  |  train  |  tvmonitor  |  bird  |  bus   |  cow   |  motorbike  |  sofa  |
|:-----------:|:---------:|:------:|:--------:|:------:|:------:|:-------:|:-------------:|:------:|:-------:|:--------:|:-------------:|:-------:|:-------:|:-----------:|:------:|:------:|:------:|:-----------:|:------:|
