nohup: ignoring input
Command Line Args: Namespace(config_file='configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
Logging modification for finetuning
[11/18 15:13:29 detectron2]: Rank of current process: 0. World size: 2
[11/18 15:13:29 detectron2]: Command line arguments: Namespace(config_file='configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml', dist_url='tcp://127.0.0.1:49152', end_iter=-1, eval_all=False, eval_during_train=False, eval_iter=-1, eval_only=False, machine_rank=0, num_gpus=2, num_machines=1, opts=None, resume=False, start_iter=-1)
[11/18 15:13:29 detectron2]: Contents of args.config_file=configs/PascalVOC-detection/split2/faster_rcnn_R_101_FPN_ETF_distill2_10shot.yaml:
_BASE_: "faster_rcnn_R_101_FPN_ETF_pre2_10shot.yaml"


MODEL:
  META_ARCHITECTURE: "ContrastiveGeneralizedRCNN"  # 使用我们新定义的对比学习架构
  TEACHER_WEIGHT: "/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_final.pth"
  BACKBONE:
    FREEZE_AT: 3
  PROPOSAL_GENERATOR:
    FREEZE: True
  ROI_HEADS:
    NAME: "DistillMarginROIHeads"
  USE_CONTRASTIVE: True  # 启用对比学习
  CONTRASTIVE_WEIGHT: 0.001  # 对比损失的权重
  IS_DISTILL: True
LOSS:
  ADJUST_STAGE: 'distill'
SOLVER:
  BASE_LR: 0.01
# Using 0.04 is slightly better than 0.02
OUTPUT_DIR: "/root/autodl-tmp/checkpoints/voc/distill/t1"
TRAIN:
  CACHE_UPDATE_INTERVAL: 1000



[11/18 15:13:29 detectron2]: Full config saved to /root/autodl-tmp/ETFRes_distill2_10shot_lr10_t1/config.yaml
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth
[11/18 15:13:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
[11/18 15:13:30 fsdet.modeling.roi_heads.fast_rcnn]: ETF Residusl True
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['aeroplane', 'bottle', 'cow', 'horse', 'sofa']
[11/18 15:13:31 d2.data.build]: Removed 1772 images with no usable annotations. 14829 images left.
[11/18 15:13:32 d2.data.build]: Distribution of instances among all 20 categories:
|  category  | #instances   |  category   | #instances   |  category   | #instances   |
|:----------:|:-------------|:-----------:|:-------------|:-----------:|:-------------|
|  bicycle   | 1208         |    bird     | 1820         |    boat     | 1397         |
|    bus     | 909          |     car     | 4008         |     cat     | 1616         |
|   chair    | 4338         | diningtable | 1057         |     dog     | 2079         |
| motorbike  | 1141         |   person    | 15576        | pottedplant | 1724         |
|   sheep    | 1347         |    train    | 984          |  tvmonitor  | 1193         |
| aeroplane  | 10           |   bottle    | 10           |     cow     | 10           |
|   horse    | 10           |    sofa     | 10           |             |              |
|   total    | 40447        |             |              |             |              |
[11/18 15:13:32 d2.data.dataset_mapper]: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=(480, 512, 544, 576, 608, 640, 672, 704, 736, 768, 800), max_size=1333, sample_style='choice'), RandomFlip()]
[11/18 15:13:32 d2.data.build]: Using training sampler RepeatFactorTrainingSampler
[11/18 15:13:32 d2.data.common]: Serializing 14829 elements to byte tensors and concatenating them all ...
[11/18 15:13:32 d2.data.common]: Serialized dataset takes 6.68 MiB
[11/18 15:13:32 fvcore.common.checkpoint]: [Checkpointer] Loading from /root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth ...
Logging modification for finetuning
preset seed 0
/root/autodl-tmp/checkpoints/voc/prior/ETFRes_pre2_10shot_lr20_adj1.0_rfs1.0_t1/model_clean_student.pth
froze proposal generator parameters
Frozen backbone bottom_up layers up to layer 3
Logging names for 5 novel classes:  ['aeroplane', 'bottle', 'cow', 'horse', 'sofa']
[11/18 15:13:33 d2.engine.train_loop]: Starting training from iteration 1
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1158] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
[11/18 15:14:07 d2.utils.events]:  eta: 4:06:39  iter: 19  total_loss: 1.813  loss_cls: 0.03206  loss_box_reg: 0.1238  loss_rpn_cls: 0.003377  loss_rpn_loc: 0.01382  contrastive_loss: 1.672  time: 0.7647  data_time: 0.4016  lr: 0.0009091  max_mem: 12989M
[11/18 15:28:17 d2.utils.events]:  eta: 3:55:56  iter: 1139  total_loss: 0.272  loss_cls: 0.04357  loss_box_reg: 0.1243  loss_rpn_cls: 0.007831  loss_rpn_loc: 0.01656  contrastive_loss: 0.03693  time: 0.7587  data_time: 0.0263  lr: 0.01  max_mem: 14438M
[11/18 15:28:31 d2.utils.events]:  eta: 3:55:19  iter: 1159  total_loss: 0.2705  loss_cls: 0.04954  loss_box_reg: 0.1434  loss_rpn_cls: 0.008253  loss_rpn_loc: 0.01916  contrastive_loss: 0.04402  time: 0.7582  data_time: 0.0267  lr: 0.01  max_mem: 14438M
[11/18 15:28:46 d2.utils.events]:  eta: 3:54:51  iter: 1179  total_loss: 0.2356  loss_cls: 0.044  loss_box_reg: 0.1337  loss_rpn_cls: 0.008238  loss_rpn_loc: 0.01675  contrastive_loss: 0.03133  time: 0.7575  data_time: 0.0264  lr: 0.01  max_mem: 14438M
[11/18 15:29:01 d2.utils.events]:  eta: 3:54:37  iter: 1199  total_loss: 0.2208  loss_cls: 0.03912  loss_box_reg: 0.1278  loss_rpn_cls: 0.005442  loss_rpn_loc: 0.01466  contrastive_loss: 0.03037  time: 0.7573  data_time: 0.0260  lr: 0.01  max_mem: 14438M
[11/18 15:29:16 d2.utils.events]:  eta: 3:54:18  iter: 1219  total_loss: 0.2209  loss_cls: 0.04092  loss_box_reg: 0.1291  loss_rpn_cls: 0.006273  loss_rpn_loc: 0.01574  contrastive_loss: 0.02105  time: 0.7575  data_time: 0.0247  lr: 0.01  max_mem: 14438M
[11/18 15:29:31 d2.utils.events]:  eta: 3:54:09  iter: 1239  total_loss: 0.2048  loss_cls: 0.04118  loss_box_reg: 0.1252  loss_rpn_cls: 0.004576  loss_rpn_loc: 0.01339  contrastive_loss: 0.01833  time: 0.7573  data_time: 0.0256  lr: 0.01  max_mem: 14438M
[11/18 15:29:47 d2.utils.events]:  eta: 3:53:44  iter: 1259  total_loss: 0.2045  loss_cls: 0.04007  loss_box_reg: 0.1294  loss_rpn_cls: 0.005669  loss_rpn_loc: 0.01301  contrastive_loss: 0.0133  time: 0.7576  data_time: 0.0263  lr: 0.01  max_mem: 14438M
[11/18 15:30:01 d2.utils.events]:  eta: 3:53:25  iter: 1279  total_loss: 0.2152  loss_cls: 0.04051  loss_box_reg: 0.1344  loss_rpn_cls: 0.005601  loss_rpn_loc: 0.01617  contrastive_loss: 0.01849  time: 0.7572  data_time: 0.0263  lr: 0.01  max_mem: 14438M
[11/18 15:30:17 d2.utils.events]:  eta: 3:53:08  iter: 1299  total_loss: 0.2072  loss_cls: 0.03799  loss_box_reg: 0.1182  loss_rpn_cls: 0.005545  loss_rpn_loc: 0.0153  contrastive_loss: 0.0189  time: 0.7574  data_time: 0.0266  lr: 0.01  max_mem: 14438M
[11/18 15:30:31 d2.utils.events]:  eta: 3:52:51  iter: 1319  total_loss: 0.1975  loss_cls: 0.03778  loss_box_reg: 0.1264  loss_rpn_cls: 0.004439  loss_rpn_loc: 0.01476  contrastive_loss: 0.01128  time: 0.7571  data_time: 0.0227  lr: 0.01  max_mem: 14438M
[11/18 15:30:47 d2.utils.events]:  eta: 3:52:38  iter: 1339  total_loss: 0.231  loss_cls: 0.04072  loss_box_reg: 0.1458  loss_rpn_cls: 0.007199  loss_rpn_loc: 0.01704  contrastive_loss: 0.02038  time: 0.7571  data_time: 0.0242  lr: 0.01  max_mem: 14438M
[11/18 15:31:01 d2.utils.events]:  eta: 3:52:28  iter: 1359  total_loss: 0.2117  loss_cls: 0.04036  loss_box_reg: 0.1292  loss_rpn_cls: 0.004443  loss_rpn_loc: 0.01588  contrastive_loss: 0.01431  time: 0.7569  data_time: 0.0264  lr: 0.01  max_mem: 14438M
[11/18 15:31:16 d2.utils.events]:  eta: 3:52:10  iter: 1379  total_loss: 0.1904  loss_cls: 0.04046  loss_box_reg: 0.1119  loss_rpn_cls: 0.004078  loss_rpn_loc: 0.01325  contrastive_loss: 0.01437  time: 0.7568  data_time: 0.0277  lr: 0.01  max_mem: 14438M
[11/18 15:31:31 d2.utils.events]:  eta: 3:51:51  iter: 1399  total_loss: 0.164  loss_cls: 0.03372  loss_box_reg: 0.09879  loss_rpn_cls: 0.004545  loss_rpn_loc: 0.01312  contrastive_loss: 0.01111  time: 0.7567  data_time: 0.0256  lr: 0.01  max_mem: 14438M
[11/18 15:31:46 d2.utils.events]:  eta: 3:51:29  iter: 1419  total_loss: 0.1756  loss_cls: 0.032  loss_box_reg: 0.1075  loss_rpn_cls: 0.004225  loss_rpn_loc: 0.01403  contrastive_loss: 0.01203  time: 0.7563  data_time: 0.0230  lr: 0.01  max_mem: 14438M
[11/18 15:32:01 d2.utils.events]:  eta: 3:51:25  iter: 1439  total_loss: 0.1786  loss_cls: 0.03424  loss_box_reg: 0.1119  loss_rpn_cls: 0.004276  loss_rpn_loc: 0.01238  contrastive_loss: 0.01036  time: 0.7565  data_time: 0.0254  lr: 0.01  max_mem: 14438M
[11/18 15:32:17 d2.utils.events]:  eta: 3:51:18  iter: 1459  total_loss: 0.1765  loss_cls: 0.03504  loss_box_reg: 0.1129  loss_rpn_cls: 0.003811  loss_rpn_loc: 0.01308  contrastive_loss: 0.01178  time: 0.7565  data_time: 0.0296  lr: 0.01  max_mem: 14438M
[11/18 15:32:32 d2.utils.events]:  eta: 3:51:03  iter: 1479  total_loss: 0.1986  loss_cls: 0.04027  loss_box_reg: 0.1317  loss_rpn_cls: 0.005111  loss_rpn_loc: 0.0151  contrastive_loss: 0.01075  time: 0.7567  data_time: 0.0269  lr: 0.01  max_mem: 14438M
[11/18 15:32:47 d2.utils.events]:  eta: 3:50:48  iter: 1499  total_loss: 0.1993  loss_cls: 0.03802  loss_box_reg: 0.1304  loss_rpn_cls: 0.006177  loss_rpn_loc: 0.01422  contrastive_loss: 0.009513  time: 0.7568  data_time: 0.0296  lr: 0.01  max_mem: 14438M
[11/18 15:33:03 d2.utils.events]:  eta: 3:50:24  iter: 1519  total_loss: 0.1867  loss_cls: 0.03648  loss_box_reg: 0.121  loss_rpn_cls: 0.004008  loss_rpn_loc: 0.01466  contrastive_loss: 0.01008  time: 0.7569  data_time: 0.0260  lr: 0.01  max_mem: 14438M
[11/18 15:33:18 d2.utils.events]:  eta: 3:50:09  iter: 1539  total_loss: 0.218  loss_cls: 0.04369  loss_box_reg: 0.137  loss_rpn_cls: 0.004778  loss_rpn_loc: 0.01688  contrastive_loss: 0.01091  time: 0.7571  data_time: 0.0280  lr: 0.01  max_mem: 14438M
[11/18 15:33:33 d2.utils.events]:  eta: 3:49:54  iter: 1559  total_loss: 0.1777  loss_cls: 0.03267  loss_box_reg: 0.1185  loss_rpn_cls: 0.00351  loss_rpn_loc: 0.01237  contrastive_loss: 0.01145  time: 0.7572  data_time: 0.0325  lr: 0.01  max_mem: 14438M
[11/18 15:33:50 d2.utils.events]:  eta: 3:49:53  iter: 1579  total_loss: 0.1728  loss_cls: 0.034  loss_box_reg: 0.1099  loss_rpn_cls: 0.003431  loss_rpn_loc: 0.01523  contrastive_loss: 0.01008  time: 0.7581  data_time: 0.0253  lr: 0.01  max_mem: 14438M
[11/18 15:34:05 d2.utils.events]:  eta: 3:49:42  iter: 1599  total_loss: 0.2158  loss_cls: 0.04192  loss_box_reg: 0.1327  loss_rpn_cls: 0.00506  loss_rpn_loc: 0.01711  contrastive_loss: 0.009718  time: 0.7581  data_time: 0.0281  lr: 0.01  max_mem: 14438M
[11/18 15:34:20 d2.utils.events]:  eta: 3:49:23  iter: 1619  total_loss: 0.1951  loss_cls: 0.03681  loss_box_reg: 0.1258  loss_rpn_cls: 0.004285  loss_rpn_loc: 0.01321  contrastive_loss: 0.008746  time: 0.7578  data_time: 0.0252  lr: 0.01  max_mem: 14438M
[11/18 15:34:35 d2.utils.events]:  eta: 3:49:12  iter: 1639  total_loss: 0.183  loss_cls: 0.03322  loss_box_reg: 0.12  loss_rpn_cls: 0.003958  loss_rpn_loc: 0.01314  contrastive_loss: 0.007908  time: 0.7576  data_time: 0.0252  lr: 0.01  max_mem: 14438M
[11/18 15:34:50 d2.utils.events]:  eta: 3:49:11  iter: 1659  total_loss: 0.1749  loss_cls: 0.03307  loss_box_reg: 0.1108  loss_rpn_cls: 0.004286  loss_rpn_loc: 0.01249  contrastive_loss: 0.009118  time: 0.7576  data_time: 0.0303  lr: 0.01  max_mem: 14438M
[11/18 15:35:05 d2.utils.events]:  eta: 3:49:00  iter: 1679  total_loss: 0.21  loss_cls: 0.03988  loss_box_reg: 0.1348  loss_rpn_cls: 0.00437  loss_rpn_loc: 0.01615  contrastive_loss: 0.009778  time: 0.7577  data_time: 0.0244  lr: 0.01  max_mem: 14438M
[11/18 15:35:20 d2.utils.events]:  eta: 3:48:47  iter: 1699  total_loss: 0.1802  loss_cls: 0.03331  loss_box_reg: 0.1177  loss_rpn_cls: 0.003671  loss_rpn_loc: 0.013  contrastive_loss: 0.01017  time: 0.7577  data_time: 0.0250  lr: 0.01  max_mem: 14438M
[11/18 15:35:36 d2.utils.events]:  eta: 3:48:27  iter: 1719  total_loss: 0.1892  loss_cls: 0.03672  loss_box_reg: 0.1229  loss_rpn_cls: 0.004823  loss_rpn_loc: 0.01157  contrastive_loss: 0.009334  time: 0.7578  data_time: 0.0260  lr: 0.01  max_mem: 14438M
[11/18 15:35:51 d2.utils.events]:  eta: 3:48:24  iter: 1739  total_loss: 0.1985  loss_cls: 0.03935  loss_box_reg: 0.1314  loss_rpn_cls: 0.005665  loss_rpn_loc: 0.0132  contrastive_loss: 0.01187  time: 0.7579  data_time: 0.0285  lr: 0.01  max_mem: 14438M
[11/18 15:36:06 d2.utils.events]:  eta: 3:48:16  iter: 1759  total_loss: 0.191  loss_cls: 0.03939  loss_box_reg: 0.1227  loss_rpn_cls: 0.004681  loss_rpn_loc: 0.01524  contrastive_loss: 0.007985  time: 0.7577  data_time: 0.0253  lr: 0.01  max_mem: 14438M
[11/18 15:36:21 d2.utils.events]:  eta: 3:48:01  iter: 1779  total_loss: 0.1801  loss_cls: 0.03449  loss_box_reg: 0.1168  loss_rpn_cls: 0.003238  loss_rpn_loc: 0.01282  contrastive_loss: 0.007645  time: 0.7576  data_time: 0.0261  lr: 0.01  max_mem: 14438M
[11/18 15:36:36 d2.utils.events]:  eta: 3:47:46  iter: 1799  total_loss: 0.2058  loss_cls: 0.03994  loss_box_reg: 0.1254  loss_rpn_cls: 0.004447  loss_rpn_loc: 0.01519  contrastive_loss: 0.01297  time: 0.7577  data_time: 0.0258  lr: 0.01  max_mem: 14438M
[11/18 15:36:51 d2.utils.events]:  eta: 3:47:35  iter: 1819  total_loss: 0.2134  loss_cls: 0.03996  loss_box_reg: 0.1377  loss_rpn_cls: 0.005621  loss_rpn_loc: 0.01672  contrastive_loss: 0.01091  time: 0.7576  data_time: 0.0313  lr: 0.01  max_mem: 14438M
[11/18 15:37:06 d2.utils.events]:  eta: 3:47:03  iter: 1839  total_loss: 0.2076  loss_cls: 0.03812  loss_box_reg: 0.126  loss_rpn_cls: 0.005892  loss_rpn_loc: 0.01361  contrastive_loss: 0.01773  time: 0.7575  data_time: 0.0280  lr: 0.01  max_mem: 14438M
[11/18 15:37:21 d2.utils.events]:  eta: 3:46:58  iter: 1859  total_loss: 0.2086  loss_cls: 0.03609  loss_box_reg: 0.1252  loss_rpn_cls: 0.006337  loss_rpn_loc: 0.01489  contrastive_loss: 0.02037  time: 0.7576  data_time: 0.0282  lr: 0.01  max_mem: 14438M
[11/18 15:37:37 d2.utils.events]:  eta: 3:46:33  iter: 1879  total_loss: 0.1959  loss_cls: 0.03644  loss_box_reg: 0.1225  loss_rpn_cls: 0.004164  loss_rpn_loc: 0.01535  contrastive_loss: 0.01802  time: 0.7578  data_time: 0.0284  lr: 0.01  max_mem: 14438M
[11/18 15:37:52 d2.utils.events]:  eta: 3:46:12  iter: 1899  total_loss: 0.1911  loss_cls: 0.03596  loss_box_reg: 0.1234  loss_rpn_cls: 0.00514  loss_rpn_loc: 0.01764  contrastive_loss: 0.009474  time: 0.7579  data_time: 0.0288  lr: 0.01  max_mem: 14438M
[11/18 15:38:07 d2.utils.events]:  eta: 3:46:05  iter: 1919  total_loss: 0.1738  loss_cls: 0.03432  loss_box_reg: 0.1107  loss_rpn_cls: 0.005376  loss_rpn_loc: 0.01352  contrastive_loss: 0.007945  time: 0.7579  data_time: 0.0269  lr: 0.01  max_mem: 14438M
[11/18 15:38:22 d2.utils.events]:  eta: 3:45:42  iter: 1939  total_loss: 0.1847  loss_cls: 0.03435  loss_box_reg: 0.1161  loss_rpn_cls: 0.004281  loss_rpn_loc: 0.01483  contrastive_loss: 0.01002  time: 0.7577  data_time: 0.0276  lr: 0.01  max_mem: 14438M
[11/18 15:38:37 d2.utils.events]:  eta: 3:45:29  iter: 1959  total_loss: 0.1924  loss_cls: 0.03394  loss_box_reg: 0.1249  loss_rpn_cls: 0.003833  loss_rpn_loc: 0.01423  contrastive_loss: 0.008647  time: 0.7577  data_time: 0.0277  lr: 0.01  max_mem: 14438M
[11/18 15:38:53 d2.utils.events]:  eta: 3:45:17  iter: 1979  total_loss: 0.174  loss_cls: 0.03306  loss_box_reg: 0.1156  loss_rpn_cls: 0.00339  loss_rpn_loc: 0.01334  contrastive_loss: 0.008462  time: 0.7579  data_time: 0.0322  lr: 0.01  max_mem: 14438M
[11/18 15:39:07 d2.utils.events]:  eta: 3:45:02  iter: 1999  total_loss: 0.2034  loss_cls: 0.03883  loss_box_reg: 0.1351  loss_rpn_cls: 0.005341  loss_rpn_loc: 0.014  contrastive_loss: 0.009936  time: 0.7576  data_time: 0.0269  lr: 0.01  max_mem: 14438M
[11/18 15:39:24 d2.utils.events]:  eta: 3:44:44  iter: 2019  total_loss: 0.2654  loss_cls: 0.03951  loss_box_reg: 0.1371  loss_rpn_cls: 0.006642  loss_rpn_loc: 0.01566  contrastive_loss: 0.05646  time: 0.7583  data_time: 0.0270  lr: 0.01  max_mem: 14438M
[11/18 15:39:39 d2.utils.events]:  eta: 3:44:26  iter: 2039  total_loss: 0.2334  loss_cls: 0.03984  loss_box_reg: 0.1346  loss_rpn_cls: 0.005488  loss_rpn_loc: 0.0168  contrastive_loss: 0.03016  time: 0.7582  data_time: 0.0253  lr: 0.01  max_mem: 14438M
[11/18 15:39:55 d2.utils.events]:  eta: 3:44:12  iter: 2059  total_loss: 0.2133  loss_cls: 0.03865  loss_box_reg: 0.1231  loss_rpn_cls: 0.006013  loss_rpn_loc: 0.01584  contrastive_loss: 0.02431  time: 0.7586  data_time: 0.0271  lr: 0.01  max_mem: 14438M
[11/18 15:40:10 d2.utils.events]:  eta: 3:43:57  iter: 2079  total_loss: 0.2107  loss_cls: 0.03583  loss_box_reg: 0.1276  loss_rpn_cls: 0.004254  loss_rpn_loc: 0.01364  contrastive_loss: 0.01981  time: 0.7584  data_time: 0.0278  lr: 0.01  max_mem: 14438M
[11/18 15:40:24 d2.utils.events]:  eta: 3:43:46  iter: 2099  total_loss: 0.1994  loss_cls: 0.03496  loss_box_reg: 0.1188  loss_rpn_cls: 0.003096  loss_rpn_loc: 0.01323  contrastive_loss: 0.01753  time: 0.7582  data_time: 0.0281  lr: 0.01  max_mem: 14438M
[11/18 15:40:40 d2.utils.events]:  eta: 3:43:35  iter: 2119  total_loss: 0.183  loss_cls: 0.03261  loss_box_reg: 0.1172  loss_rpn_cls: 0.003991  loss_rpn_loc: 0.01262  contrastive_loss: 0.01526  time: 0.7582  data_time: 0.0272  lr: 0.01  max_mem: 14438M
[11/18 15:40:55 d2.utils.events]:  eta: 3:43:17  iter: 2139  total_loss: 0.1764  loss_cls: 0.03736  loss_box_reg: 0.103  loss_rpn_cls: 0.004114  loss_rpn_loc: 0.01271  contrastive_loss: 0.0152  time: 0.7582  data_time: 0.0239  lr: 0.01  max_mem: 14438M
[11/18 15:41:10 d2.utils.events]:  eta: 3:43:10  iter: 2159  total_loss: 0.1959  loss_cls: 0.03624  loss_box_reg: 0.1278  loss_rpn_cls: 0.004502  loss_rpn_loc: 0.01457  contrastive_loss: 0.01423  time: 0.7582  data_time: 0.0254  lr: 0.01  max_mem: 14438M
[11/18 15:41:25 d2.utils.events]:  eta: 3:43:17  iter: 2179  total_loss: 0.1776  loss_cls: 0.0327  loss_box_reg: 0.1105  loss_rpn_cls: 0.003533  loss_rpn_loc: 0.01468  contrastive_loss: 0.01361  time: 0.7581  data_time: 0.0265  lr: 0.01  max_mem: 14438M
[11/18 15:41:41 d2.utils.events]:  eta: 3:43:03  iter: 2199  total_loss: 0.1732  loss_cls: 0.03282  loss_box_reg: 0.1063  loss_rpn_cls: 0.005833  loss_rpn_loc: 0.01587  contrastive_loss: 0.01047  time: 0.7583  data_time: 0.0279  lr: 0.01  max_mem: 14438M
[11/18 15:41:56 d2.utils.events]:  eta: 3:42:48  iter: 2219  total_loss: 0.2084  loss_cls: 0.03888  loss_box_reg: 0.1318  loss_rpn_cls: 0.004916  loss_rpn_loc: 0.01608  contrastive_loss: 0.01255  time: 0.7584  data_time: 0.0260  lr: 0.01  max_mem: 14438M
[11/18 15:42:11 d2.utils.events]:  eta: 3:42:33  iter: 2239  total_loss: 0.1845  loss_cls: 0.03644  loss_box_reg: 0.119  loss_rpn_cls: 0.004129  loss_rpn_loc: 0.0157  contrastive_loss: 0.01285  time: 0.7583  data_time: 0.0332  lr: 0.01  max_mem: 14438M
[11/18 15:42:26 d2.utils.events]:  eta: 3:42:29  iter: 2259  total_loss: 0.1775  loss_cls: 0.0326  loss_box_reg: 0.1127  loss_rpn_cls: 0.003405  loss_rpn_loc: 0.01363  contrastive_loss: 0.01087  time: 0.7583  data_time: 0.0273  lr: 0.01  max_mem: 14438M
[11/18 15:42:40 d2.utils.events]:  eta: 3:42:00  iter: 2279  total_loss: 0.1586  loss_cls: 0.03037  loss_box_reg: 0.1034  loss_rpn_cls: 0.004525  loss_rpn_loc: 0.01399  contrastive_loss: 0.007695  time: 0.7580  data_time: 0.0278  lr: 0.01  max_mem: 14438M
[11/18 15:42:55 d2.utils.events]:  eta: 3:41:41  iter: 2299  total_loss: 0.201  loss_cls: 0.03598  loss_box_reg: 0.1234  loss_rpn_cls: 0.004013  loss_rpn_loc: 0.01299  contrastive_loss: 0.01112  time: 0.7579  data_time: 0.0243  lr: 0.01  max_mem: 14438M
[11/18 15:43:11 d2.utils.events]:  eta: 3:41:28  iter: 2319  total_loss: 0.2087  loss_cls: 0.03725  loss_box_reg: 0.1312  loss_rpn_cls: 0.004785  loss_rpn_loc: 0.01343  contrastive_loss: 0.01416  time: 0.7580  data_time: 0.0318  lr: 0.01  max_mem: 14438M
[11/18 15:43:26 d2.utils.events]:  eta: 3:41:13  iter: 2339  total_loss: 0.1879  loss_cls: 0.03558  loss_box_reg: 0.114  loss_rpn_cls: 0.004356  loss_rpn_loc: 0.01443  contrastive_loss: 0.01227  time: 0.7580  data_time: 0.0288  lr: 0.01  max_mem: 14438M
[11/18 15:43:41 d2.utils.events]:  eta: 3:40:56  iter: 2359  total_loss: 0.1908  loss_cls: 0.0351  loss_box_reg: 0.1192  loss_rpn_cls: 0.00446  loss_rpn_loc: 0.01561  contrastive_loss: 0.009519  time: 0.7579  data_time: 0.0303  lr: 0.01  max_mem: 14438M
[11/18 15:43:56 d2.utils.events]:  eta: 3:40:34  iter: 2379  total_loss: 0.2092  loss_cls: 0.03939  loss_box_reg: 0.1377  loss_rpn_cls: 0.004205  loss_rpn_loc: 0.01463  contrastive_loss: 0.01152  time: 0.7581  data_time: 0.0269  lr: 0.01  max_mem: 14438M
[11/18 15:44:11 d2.utils.events]:  eta: 3:40:20  iter: 2399  total_loss: 0.1751  loss_cls: 0.03338  loss_box_reg: 0.1072  loss_rpn_cls: 0.004087  loss_rpn_loc: 0.01413  contrastive_loss: 0.008594  time: 0.7580  data_time: 0.0288  lr: 0.01  max_mem: 14438M
[11/18 15:44:26 d2.utils.events]:  eta: 3:40:08  iter: 2419  total_loss: 0.2016  loss_cls: 0.0407  loss_box_reg: 0.1289  loss_rpn_cls: 0.004033  loss_rpn_loc: 0.01437  contrastive_loss: 0.009363  time: 0.7579  data_time: 0.0291  lr: 0.01  max_mem: 14438M
[11/18 15:44:42 d2.utils.events]:  eta: 3:39:56  iter: 2439  total_loss: 0.2015  loss_cls: 0.04025  loss_box_reg: 0.1331  loss_rpn_cls: 0.005116  loss_rpn_loc: 0.01579  contrastive_loss: 0.007985  time: 0.7581  data_time: 0.0291  lr: 0.01  max_mem: 14438M
[11/18 15:44:58 d2.utils.events]:  eta: 3:39:41  iter: 2459  total_loss: 0.1761  loss_cls: 0.03443  loss_box_reg: 0.1188  loss_rpn_cls: 0.003529  loss_rpn_loc: 0.01394  contrastive_loss: 0.007987  time: 0.7584  data_time: 0.0299  lr: 0.01  max_mem: 14438M
[11/18 15:45:13 d2.utils.events]:  eta: 3:39:26  iter: 2479  total_loss: 0.1937  loss_cls: 0.03972  loss_box_reg: 0.1295  loss_rpn_cls: 0.003954  loss_rpn_loc: 0.0128  contrastive_loss: 0.01007  time: 0.7585  data_time: 0.0279  lr: 0.01  max_mem: 14438M
[11/18 15:45:29 d2.utils.events]:  eta: 3:39:11  iter: 2499  total_loss: 0.2137  loss_cls: 0.0412  loss_box_reg: 0.1407  loss_rpn_cls: 0.005519  loss_rpn_loc: 0.01455  contrastive_loss: 0.008884  time: 0.7585  data_time: 0.0335  lr: 0.01  max_mem: 14438M
[11/18 15:45:44 d2.utils.events]:  eta: 3:38:56  iter: 2519  total_loss: 0.1636  loss_cls: 0.03219  loss_box_reg: 0.1059  loss_rpn_cls: 0.003735  loss_rpn_loc: 0.01157  contrastive_loss: 0.007968  time: 0.7585  data_time: 0.0315  lr: 0.01  max_mem: 14438M
[11/18 15:45:59 d2.utils.events]:  eta: 3:38:33  iter: 2539  total_loss: 0.1774  loss_cls: 0.03624  loss_box_reg: 0.113  loss_rpn_cls: 0.004526  loss_rpn_loc: 0.01285  contrastive_loss: 0.008167  time: 0.7586  data_time: 0.0299  lr: 0.01  max_mem: 14438M
[11/18 15:46:15 d2.utils.events]:  eta: 3:38:17  iter: 2559  total_loss: 0.1695  loss_cls: 0.03447  loss_box_reg: 0.1095  loss_rpn_cls: 0.004335  loss_rpn_loc: 0.01413  contrastive_loss: 0.008783  time: 0.7590  data_time: 0.0258  lr: 0.01  max_mem: 14438M
